youth_id,job_search_status,internship_completed,job_placement,income_band
3d8173e5-3070-4053-87b9-da8f77b52aea,Actively searching,1,1,Middle
e542cc35-0e56-40eb-92c8-3c9daefb9fdd,Actively searching,0,1,Middle
789bdcf8-8fab-4a38-bee1-10cbf70023db,Not actively searching,1,0,Lower-middle
05847686-0933-4ca2-a8a8-423a73230b23,Actively searching,1,0,Lower-middle
b708be00-fe14-4aa7-95ca-ece7402ba094,Not actively searching,0,1,Lower-middle
0f2af93d-59fd-452e-96ce-07d9316bd339,Actively searching,0,0,Lower-middle
c5f5b4db-1c29-438c-bbd2-f0f0f3ec8933,Actively searching,1,0,Lower-middle
a44bc1f4-75dd-432b-8d1c-06f407a0fe36,Not actively searching,0,0,Low
88fafa78-12d9-437d-99c6-2a2631069f21,Actively searching,0,1,Lower-middle
8f5e02af-a048-4483-a967-42871348430f,Actively searching,0,1,Middle
8aa89add-ed2b-4db4-8ad7-37e1fe33d17f,Not actively searching,0,0,Lower-middle
cd0c3076-46b4-4360-8f8c-07d32729dd9d,Actively searching,0,1,Lower-middle
888b1f11-2825-4490-8d61-7923244385bd,Not actively searching,1,1,Middle
37672d33-8e9d-4e3b-a58d-58df8e8246c1,Not actively searching,0,1,Middle
c9505bce-5df3-43ef-b7ce-ad6e225359ec,Not actively searching,0,0,Lower-middle
17896a61-1de4-487d-8ad5-8b2e675cdbcf,Not actively searching,1,0,Lower-middle
414df209-00e0-4c33-a95e-6f8182db4f61,Not actively searching,0,0,Low
c047721d-6089-443c-9a06-96d2535fb419,Not actively searching,1,0,Low
6a39ef4e-9dc2-450b-aa41-f15e7daa09c1,Actively searching,0,1,Middle
002c72f9-8f01-46fe-9073-49370688bcf6,Actively searching,1,0,Lower-middle
0c74db31-535a-42e7-b944-b4c01041e6b4,Not actively searching,1,0,Low
8768bc24-93de-4878-a0f6-476bf4702658,Not actively searching,0,0,Low
aa5213a0-6550-49dc-9d4a-52e921839253,Not actively searching,1,1,Lower-middle
e5ecd40b-6c5b-4934-8a5e-e5fb72d18679,Actively searching,1,1,Middle
5deab89d-e2a8-4e93-88c0-e6c1a6542b81,Not actively searching,0,0,Low
c0dc1bae-4af3-4a14-bcb5-24afd70521cd,Not actively searching,0,1,Lower-middle
066c944f-13d2-4cb7-bdec-7796b760026b,Actively searching,1,1,Middle
214f1dc1-82e7-4f7c-88de-60dc23b25022,Actively searching,1,1,Lower-middle
d4ef5177-cc32-4873-9f68-3bacf7c4eb28,Actively searching,0,1,Lower-middle
7db01a1b-f545-42f6-b6fa-29fa61ba2975,Actively searching,0,1,Low
9833a21e-1e64-47b7-9a49-2850c29a9bef,Not actively searching,0,0,Low
e8d69a2f-d17e-4fb6-ba44-619232a5b17d,Not actively searching,1,1,Middle
3948d524-5d1d-4cf1-8bf6-d2276fd5027f,Actively searching,0,1,Lower-middle
74a78037-f112-44b7-8205-f4be5318687e,Actively searching,1,1,Middle
c89f771a-f588-4c31-b1c1-6ab77ffe6d19,Actively searching,1,1,Middle
282b9411-ff88-4c3d-834d-9d18a9d8051d,Actively searching,0,0,Low
2268fecc-24ea-4178-be93-f47751322459,Not actively searching,1,0,Low
5f68fe37-26ce-47cf-987a-4c89b790bc91,Not actively searching,0,1,Middle
31d6dbf4-df60-4ed8-8f55-4fb13b343e75,Actively searching,0,0,Lower-middle
e320dca3-d144-485e-bab5-1c4796e50d76,Actively searching,1,0,Lower-middle
0fcd24e4-42ea-41d5-b27c-a51109cfab3a,Actively searching,0,0,Lower-middle
115d7938-488d-4ec7-b656-ba696a99395d,Not actively searching,0,1,Lower-middle
595ee0e8-f7a8-46fe-be09-311d5e5fd19f,Not actively searching,0,0,Low
bffbe29b-4b76-4136-aa5f-0a2f03ffb590,Actively searching,1,1,Lower-middle
c19e9e76-3ef5-4a29-873c-13eb187042f5,Not actively searching,0,0,Low
894a58f1-ce75-4f80-a058-ddf2edecf96e,Not actively searching,0,0,Low
2296e105-ec26-4738-824f-e7fd3aa27f9c,Not actively searching,0,0,Lower-middle
c06d2a62-e33e-446e-81aa-35f5d9d53f17,Not actively searching,0,0,Lower-middle
daf25346-ea48-4fc4-b872-0c12778a8f88,Actively searching,1,1,Lower-middle
929b4d18-2ed7-4148-a3d5-2008e1c534b5,Actively searching,0,0,Low
46dbf409-92c0-4f9c-8d21-5864e5649294,Not actively searching,1,1,Lower-middle
371a8a4b-0993-4cc6-9b26-3168412f9176,Actively searching,0,1,Lower-middle
fb8422bf-0582-48f6-a85f-aceffc28c22c,Actively searching,1,1,Lower-middle
432ab286-59ee-4d05-be4e-623d53566c3d,Not actively searching,1,1,Lower-middle
8440fc09-5832-45ba-8e0f-095ae30917a4,Not actively searching,1,0,Low
1deb0247-5265-4038-935e-c78a4d1d1739,Not actively searching,0,0,Low
3682b050-7728-48b5-8e4f-132d2c116f0e,Actively searching,1,1,Middle
18994613-d4c3-4cc3-836d-fda9f1bb9ee8,Actively searching,1,1,Middle
3452cf55-34f9-49d4-9a68-4e8ce82994c0,Not actively searching,0,0,Low
acaa9749-8123-405f-afaa-9574e5ec98e1,Not actively searching,0,0,Lower-middle
84ab20dc-f242-4743-9820-e10b1fd77f48,Not actively searching,0,0,Low
2f0b7bde-7fe5-4a85-953e-74a49d7532fd,Not actively searching,0,1,Lower-middle
3bd22a4f-81b3-4c5b-96eb-1ebd5bfaf013,Actively searching,0,0,Low
8b6bb008-d8b5-4405-b1e3-86ca8329ec8f,Actively searching,0,0,Lower-middle
7180b21a-293f-4204-bf65-c712a0198565,Actively searching,1,1,Middle
e9a16ee2-50eb-44cb-b81d-0f41aaea18b9,Not actively searching,0,0,Lower-middle
15f7aafe-b2ad-4c09-a65e-70cadda83a35,Not actively searching,0,1,Lower-middle
7a63fe65-b5cf-408c-ae5b-3d1d1c2c9d96,Not actively searching,1,1,Middle
dbe9dca2-a959-4afc-bb43-4551c269a19e,Not actively searching,0,0,Low
c8c42629-dec1-4731-99e2-1d6f1137eb61,Not actively searching,1,0,Lower-middle
a569cdd5-a4bc-4c85-b321-873bdffc7903,Not actively searching,0,0,Low
5b2d2e89-ead9-427f-beb1-d3d648a70d42,Actively searching,0,1,Middle
5149cf47-d26b-40bf-bf5d-165a75902111,Not actively searching,0,0,Low
b624948e-e331-4737-bb5a-d56bb57e675a,Not actively searching,1,1,Lower-middle
e4f6a77f-7801-47da-8703-243203ca970c,Not actively searching,0,0,Low
29335d71-7ea4-42f1-bfe3-12d5d0856ac8,Not actively searching,0,0,Low
fb1cf81b-b223-4d49-841a-66ed4317ac75,Not actively searching,0,0,Low
cad570c3-29b9-4a88-9ff9-568309a868f7,Not actively searching,0,0,Low
eaf7f7c3-efd6-4936-b787-a355b34166c8,Actively searching,1,0,Lower-middle
120a3187-b17f-49e0-985d-6c3ef5bd0d68,Actively searching,0,1,Lower-middle
0e171b82-4fbf-4ca6-aa03-eb561318ff03,Actively searching,0,1,Middle
7cd3dcf5-8f8a-43c6-9fde-2f17ab727537,Actively searching,1,1,Middle
934c4c4c-21c2-4d82-a838-f5b910b71ab0,Not actively searching,1,1,Lower-middle
38c6c3a2-fc33-4999-a6ac-b744b8acccc6,Not actively searching,0,1,Lower-middle
33a28814-df83-4411-875d-0068b0ada3c9,Not actively searching,0,1,Lower-middle
e9b9d3d5-cdf1-489c-9338-03e0a8ac3204,Not actively searching,0,0,Low
06d3c9d6-e5f0-4992-afca-f24490045380,Actively searching,1,1,Lower-middle
c653e673-9d5a-4b08-af3d-a4fffc42e21b,Actively searching,1,0,Lower-middle
f3149f21-e35f-49e7-b171-4884d23a6785,Not actively searching,1,1,Middle
f9fbb288-e0ff-4420-9022-497fce8069c7,Actively searching,1,1,Middle
73845b5a-4d08-4bd7-9816-5748d499fc05,Not actively searching,0,0,Low
cd5e8ba4-13e9-4724-a018-35ebfaa2f1aa,Not actively searching,1,0,Lower-middle
2867369c-8bd0-4027-9329-7940ac3bf92d,Not actively searching,0,0,Lower-middle
8f2dd5fd-ca31-4bcb-b471-9a66915cd002,Not actively searching,0,0,Lower-middle
78b89cc9-12a7-4bc0-ab2a-0bfbbe5f71e1,Actively searching,0,1,Lower-middle
8c14c2f1-6b5d-4ec5-9944-bd582fe269d8,Not actively searching,0,1,Low
338d2d7c-8030-4e4d-b674-6afe23102b0b,Actively searching,0,1,Middle
ab4b8f07-3cce-47eb-8d10-5f7e7f705b4d,Actively searching,0,0,Lower-middle
e6e4f3ff-70c1-4595-acd0-a12cca006251,Not actively searching,1,1,Low
1c2bedfb-5316-477b-84c7-37e1cb993248,Not actively searching,1,1,Middle
876ffdf5-473f-41ae-8c48-11c465b6c6ec,Actively searching,0,1,Lower-middle
35686d61-1d05-4a2e-a475-7fa91a8e7a40,Actively searching,1,1,Middle
7db82a40-cf37-41a9-8842-acc3cd305e26,Not actively searching,0,1,Lower-middle
c60cdc5e-7def-4d13-b321-ca37ac1662bc,Not actively searching,1,1,Middle
4d2a91c2-5e05-47a3-af20-f92922f18098,Not actively searching,0,0,Low
e5d08db0-d043-484a-93d1-965494c812d6,Not actively searching,1,1,Middle
9ab85029-f01d-4d31-891d-2544858ff893,Actively searching,0,1,Lower-middle
53f8d1ec-3ca3-4950-929a-4f36142fed33,Actively searching,1,1,Middle
339c7789-3279-4957-b67c-b4803c0bbd3d,Actively searching,0,1,Lower-middle
a954fd82-295c-420e-9c56-4683aea48b37,Not actively searching,1,1,Middle
3b7788f2-a007-456e-a46a-6ca8bce6d7da,Not actively searching,1,0,Lower-middle
1b9e1668-a95f-4409-b78b-c160801e5e72,Not actively searching,0,0,Low
2581deb2-6a98-4647-851d-97ec7cb668be,Actively searching,0,1,Middle
40e6a220-40e7-462d-8bac-ec8524101704,Not actively searching,0,1,Low
e94d6f75-f3c6-458d-902a-277bd759f66a,Not actively searching,0,0,Lower-middle
a9bf8ee1-a862-4015-9a15-5696e0ac9e38,Not actively searching,0,1,Lower-middle
f93fafc8-6591-43d1-b41d-f781f685c63f,Not actively searching,1,1,Lower-middle
5419b7ef-fe79-4fb4-ae8e-89601c4b57b1,Not actively searching,0,0,Lower-middle
cfdd44de-855c-4330-a76e-5dc9eba1eb20,Actively searching,1,0,Lower-middle
7603d763-11eb-4565-8a30-719e7adaf8fd,Actively searching,0,1,Middle
0efd0266-cd5d-4f7c-a659-f2b7c6563b8c,Not actively searching,1,1,Middle
151c85ea-cd2c-450d-bd45-d094c438b8a1,Not actively searching,1,0,Lower-middle
3fc86b3e-2c88-4db1-b26f-0c03ff4e5eb0,Not actively searching,0,0,Low
2fcc77fd-4c94-432f-8d0d-2611166b0b09,Actively searching,1,1,Middle
988e16bd-213f-4c52-8eaa-451693d316bb,Not actively searching,1,0,Low
46cc1820-9e50-4cb7-8d5c-2b1dab9ed823,Actively searching,0,1,Middle
5cccec16-39c8-4f02-834f-b3697dbe330a,Actively searching,1,0,Lower-middle
e5711df7-8353-42e0-8dbb-a0031a36ec0e,Actively searching,0,1,Lower-middle
380a4e39-3791-4a1a-b738-101545d33e77,Not actively searching,0,1,Middle
97265070-941b-4595-aa53-f292cbfe2709,Actively searching,0,1,Middle
cde783f1-191b-4a1a-aee1-6d0be133a82c,Not actively searching,0,1,Lower-middle
22c8537c-3010-4d1b-906f-faf4bff1de11,Not actively searching,1,0,Lower-middle
1ecc7d6d-9e8e-40c8-b59c-b640eba18a3a,Not actively searching,1,1,Lower-middle
7f2e64aa-27bf-4ea1-8554-11cbbdaadcde,Not actively searching,0,0,Low
d610f3a7-900c-489d-858b-a658a56c8f75,Not actively searching,0,0,Low
5e4ee7b5-c6c8-42c2-a09f-a633a81982de,Actively searching,1,1,Middle
fee78eb0-d9e2-47c7-b8bd-eceb7ae69ac2,Not actively searching,0,0,Lower-middle
1f9039ec-00b6-4f5e-85e6-9c23e7a23180,Actively searching,1,0,Lower-middle
adc018b1-7163-4172-8721-c5907705bd16,Actively searching,1,1,Lower-middle
0923baaf-9314-43ad-b36d-21dc041cb0e3,Not actively searching,1,1,Lower-middle
0103150c-b48b-4d55-a7ac-a64026fa0457,Actively searching,0,1,Middle
d313f6b0-2fe2-4771-83e0-5f06def93552,Not actively searching,0,1,Middle
e2980c9d-046a-403b-b2b1-e91d15e17767,Not actively searching,1,0,Lower-middle
b7566564-a899-4fc8-b173-a43b503bb748,Actively searching,1,1,Lower-middle
a9ccef04-6ede-4619-9c2a-7fbb44c1f7b4,Not actively searching,1,1,Lower-middle
3b25ed9d-ebf9-4ea3-9632-25eceb66ef96,Not actively searching,0,0,Low
f2a2ba8c-e199-4981-adc6-f87c8030a4de,Actively searching,1,1,Middle
83e2179c-fdf7-421c-b0da-3b98d980f1fb,Not actively searching,1,1,Low
f2a24b4b-9e2d-4ce6-b3d6-9f070ef262c8,Not actively searching,0,0,Low
c1307cf8-8c46-4fa0-a841-a412187fbab1,Not actively searching,1,0,Lower-middle
f9b35d9c-f046-4e70-9ca3-6154fe254041,Not actively searching,0,0,Low
3c48193e-cc71-4630-adc8-4d52f520ce2c,Not actively searching,0,0,Low
88769b83-4110-47d2-bb74-eca30ff29fb0,Not actively searching,1,1,Lower-middle
08767315-83a4-4e74-aee3-b6bcfb1339f3,Not actively searching,1,1,Lower-middle
a5598978-4bfd-4ebf-9d66-b2d4a389c036,Not actively searching,1,0,Lower-middle
5a5dbd00-c71f-42ad-8b50-efe93126cc1e,Not actively searching,0,1,Lower-middle
d67f61d1-442c-4fec-9a50-4259924e955c,Actively searching,1,0,Lower-middle
c3aa9e35-d87a-4d6e-b5ac-a6a6511863f3,Actively searching,0,0,Lower-middle
a40889d6-e362-46b8-8925-66d6d178c864,Not actively searching,0,0,Low
b384dc86-10d2-4450-ab1f-2d89b80a5a5c,Actively searching,0,0,Lower-middle
c0fd1ccc-4c23-44d8-a797-5c0ef086cc64,Actively searching,0,1,Middle
981e0cb7-ef57-4b76-bbcd-d155ff710c4a,Not actively searching,1,1,Low
d5e291a1-3e62-4fc9-8e36-c18d78e7d331,Not actively searching,1,0,Lower-middle
ba31857d-44bd-4abb-85f3-a50d55f81648,Not actively searching,0,1,Lower-middle
49eeacc0-588d-4dc5-849f-754ee247e09c,Not actively searching,1,1,Middle
96b701de-c936-4d14-9b60-9d05923a75e6,Not actively searching,1,1,Lower-middle
b6ad3fe6-0790-4431-b60d-8e9682dcbd01,Actively searching,1,0,Lower-middle
9f8d7a36-4c44-4f70-bfe2-257b283ec8e2,Not actively searching,0,1,Middle
dcc99258-fed1-4a4c-ace5-e3e8ec4e6155,Not actively searching,0,1,Middle
cdcdc737-1c1a-4120-a4be-00dd8a4652a5,Not actively searching,1,0,Lower-middle
08f8c5fb-0b27-40df-9887-2d993e61d4f9,Actively searching,1,1,Lower-middle
3ed34a85-7c5f-4a9b-a018-9024f1524ef5,Not actively searching,0,0,Low
c76ec9eb-6311-4ed6-a055-956c2623ac99,Actively searching,0,1,Middle
23017f82-6bd7-4620-9d50-63c078db0579,Actively searching,1,1,Middle
78fb83c8-3f2a-4ff7-a00c-44bc5e91c23d,Actively searching,1,1,Middle
ae474d90-7ed6-413d-ad13-076859cae47a,Actively searching,1,1,Middle
5e3ca1ee-4424-4144-8937-7e0b19da284f,Not actively searching,0,0,Low
eddf6458-e658-4e4d-9de7-0ded3af5b59e,Actively searching,1,1,Middle
178f706e-788f-4214-958d-603508c1e553,Not actively searching,0,1,Middle
68033455-cf78-4983-b058-f8eaf46b0bbb,Not actively searching,0,0,Low
dddcd866-d923-48a4-8cd0-9c580beea06c,Actively searching,0,1,Lower-middle
f24f9b4e-056a-4e95-8fd4-afa9b954a7ef,Actively searching,0,0,Lower-middle
c8b33fc9-ce26-4314-90a4-fa21caea3b57,Not actively searching,0,0,Lower-middle
46c8c5c2-8067-4d22-abc3-ae567e232e50,Not actively searching,0,1,Low
6971fb7c-8b4a-4320-95ab-eb9a7a9d8eab,Not actively searching,1,1,Middle
e34209bb-630f-4c01-94ce-01538adbae45,Actively searching,1,1,Middle
707ef209-f2da-4ca4-86c1-2d6e84fa17cb,Not actively searching,0,0,Low
90c4a94c-168f-4287-b2bd-3d3b99ac738e,Not actively searching,0,0,Low
e6ca78a9-73dc-4bc4-8970-4ac13654deaa,Not actively searching,0,0,Low
c37bac81-5bc6-46dd-a8de-b3e8638c9e47,Not actively searching,0,1,Lower-middle
b985a819-60a8-4147-a3e6-3c0fb4844dea,Not actively searching,1,0,Low
d2826919-d7a7-404e-a999-c8f98b152dc0,Actively searching,0,1,Lower-middle
39e51029-e505-4c5c-be99-21969fbdb47c,Not actively searching,1,0,Lower-middle
87a7b413-898c-4634-9201-e71aeb5e690b,Not actively searching,0,1,Low
25af98a6-3c02-4972-965d-3d9462297bb1,Not actively searching,1,0,Lower-middle
7eca15d1-4d92-4d8b-ab19-e422f692e429,Not actively searching,0,1,Middle
f25bc53c-ae4e-419f-bad2-0d218a369ce0,Actively searching,0,0,Lower-middle
e3b09bcc-7d24-40ea-89fd-32cfb00b1897,Not actively searching,0,0,Low
7385ff3e-1263-4281-88f8-6f070f25fa74,Not actively searching,1,1,Middle
1e8074aa-d738-445a-810d-c92cf944ff56,Actively searching,0,0,Low
dccd5085-cb94-4076-9276-e52ec7ed2de5,Not actively searching,0,0,Low
7bc9a4d8-9d36-482b-b587-d39b98e5f544,Not actively searching,0,1,Lower-middle
fba3e996-8320-4c69-bf58-ce98a531d75b,Actively searching,0,0,Lower-middle
d8240202-bc1c-4d52-8eff-d6dc65f7fae4,Not actively searching,0,0,Low
c01bf1e5-545a-4064-ac93-db086a13152d,Actively searching,1,1,Middle
09ac609f-54ed-41d5-b8e9-a99c7279cadc,Actively searching,0,0,Lower-middle
cd70b544-64e8-4411-91ae-c74d98071021,Not actively searching,1,1,Middle
6f500dfc-18a0-42ae-acfd-cc35342d3eb0,Not actively searching,0,1,Low
588d23ce-acf8-4326-bb22-1f2673d1128d,Not actively searching,0,0,Low
caae11a2-ee81-4a49-9224-72380a6af0eb,Not actively searching,0,1,Middle
ed3ba200-d23b-43d7-8a42-d8edf3554f47,Actively searching,1,1,Middle
683a0fb6-0c70-4aa2-8e74-815b0138f113,Not actively searching,0,1,Lower-middle
37240d19-f92d-40b7-bd8b-ad7ea49c6e2b,Actively searching,0,0,Low
4e4c8dfe-eeff-4c77-83a2-6d834945c8c1,Actively searching,0,0,Low
adc8623c-5c33-42fb-a60d-3998eaa4ea8c,Not actively searching,0,1,Lower-middle
693fdf66-0f0a-4fd7-81a9-8d5dda941920,Actively searching,1,1,Lower-middle
ef60ec1c-c941-498d-b9f0-0b1e68353080,Not actively searching,1,1,Lower-middle
7af6b6d9-dd1e-4877-b83e-fdfc6339361e,Actively searching,0,1,Lower-middle
9d6a5f67-7cac-45e2-a9be-57855d5a1c64,Not actively searching,1,1,Middle
b53e9f83-2e8b-4ff6-aa84-ea598f5e3b01,Actively searching,1,1,Middle
f8923e44-c126-4a81-a4f4-f144b93c3185,Actively searching,0,1,Lower-middle
c10010d6-e8d3-447d-bd6f-c113ee9f5470,Not actively searching,0,1,Low
b015bfdb-0b71-4414-afb2-5a35f0cf72cb,Not actively searching,1,0,Lower-middle
10179649-8938-4b52-a8d6-c0ddf854f0db,Not actively searching,1,1,Lower-middle
66b0c370-d07e-464b-8114-6cbdc790679b,Actively searching,0,1,Middle
fa0c60e9-8e0b-4811-8905-ef574fb98401,Not actively searching,0,1,Low
40547e1f-b90a-4916-bdc6-e2f5b31daf10,Not actively searching,1,1,Middle
9d6dd849-5802-4201-bb19-cc714a84a127,Actively searching,1,1,Lower-middle
e9e77399-a1ba-481c-8f1e-23f75a4b56c2,Actively searching,1,1,Middle
736b23b8-b18f-432e-8bca-560d02d59be1,Actively searching,0,0,Lower-middle
8d04bd2f-1730-4412-a887-a59448c40b3e,Actively searching,1,1,Middle
f3303b4f-1a68-4553-bd3b-716a240f4c98,Actively searching,1,0,Lower-middle
ce5dcb24-905b-4510-a674-40273b55a593,Not actively searching,0,0,Low
52b5c36e-949d-4a2f-ad45-1f55fc46ad02,Actively searching,0,0,Lower-middle
dfb07648-1a5e-4fdf-a518-ee383e80f536,Not actively searching,1,0,Lower-middle
7daaff1f-4b5d-4829-888b-885bf317bac1,Not actively searching,0,1,Lower-middle
785da8f0-3c2d-4285-b361-19c3031f59d6,Actively searching,0,1,Lower-middle
9f37efea-3ded-41cb-b8a2-6942abaa2b99,Not actively searching,1,0,Lower-middle
ef786c6f-c62c-46ea-a3d4-d0c4b62f608c,Actively searching,0,1,Lower-middle
969dba5d-dc6d-4be1-a4ac-d6431bae495e,Actively searching,0,0,Lower-middle
6776b084-f36c-47a2-9374-86eca7572b21,Not actively searching,0,0,Low
dfe4535c-2a79-4fd9-8359-6fa225aa4d7b,Not actively searching,0,0,Low
2cd980ad-c45d-4879-a294-63fdd8090967,Actively searching,0,1,Middle
cd5050b7-efed-46bd-98d4-76b14e95ae3b,Not actively searching,1,1,Lower-middle
5b21499e-3c8e-4804-8a40-2dc5400b0d3f,Actively searching,0,1,Middle
3a1c4bba-636e-42a9-944f-feb7e5ab1842,Not actively searching,0,1,Low
100bd03b-de21-47c8-b9cf-41da2dbc3b1a,Not actively searching,0,0,Lower-middle
05035117-c313-4d58-bb89-8b5062b13763,Actively searching,1,1,Middle
84bd8643-eb4c-4760-ac04-f9573221baf2,Not actively searching,0,0,Lower-middle
da5ea639-8a2f-44d0-b56c-122c4704a011,Not actively searching,0,1,Low
d45ea3c8-b378-4181-989e-dd0f01557e17,Actively searching,1,1,Middle
afe1890c-719d-485d-a0b1-78d6684bdb5f,Actively searching,0,1,Lower-middle
d8c7e297-e4bd-422f-a3dd-b9251a1a0fd4,Actively searching,0,0,Lower-middle
2c6a0174-7674-4bed-af59-d86069b39c51,Not actively searching,0,0,Low
50f45106-85fe-43c3-9404-1a9347e67a1b,Not actively searching,0,0,Lower-middle
3ce4103d-ed5e-4c79-bcca-04084e565ac7,Actively searching,1,1,Middle
77bc34c6-7654-4c27-9e81-669551fbb76d,Actively searching,0,1,Middle
711546e8-5c2c-4c6e-a27d-d7d4aaa7a1bd,Not actively searching,0,1,Lower-middle
fdc0958e-b143-45f8-85e0-b1faf9c4b7d0,Not actively searching,1,1,Middle
f9f5d1fc-b6ae-42d7-939e-75a9072546d2,Not actively searching,0,0,Low
c34a21b5-f378-4b53-85ee-6785a62b4434,Not actively searching,0,0,Low
e94c3c5f-79e1-4064-8f83-e96c9ee8724e,Not actively searching,0,0,Low
725edcc5-b9c7-4b7b-accc-a0f25f49b043,Not actively searching,0,1,Middle
2fe70c88-6830-4559-bb4c-a3237eead5a9,Not actively searching,0,0,Lower-middle
f18bf0a4-d99f-43a3-984e-8fff9a31acf3,Actively searching,1,1,Lower-middle
ae3572b3-0d3f-42cd-b39d-e926a5e72c5e,Not actively searching,1,1,Middle
6373f7ec-e99f-46f2-be8e-ada478c4d849,Not actively searching,1,1,Middle
e8d80401-5e93-40dc-954b-c4725035921a,Not actively searching,1,1,Middle
2a733b99-f6c1-4756-98a2-85a24a47b368,Actively searching,1,0,Lower-middle
0200933e-0535-4d4d-9115-6129c1393b68,Not actively searching,0,0,Low
ae0a1e2e-88cb-42be-b1e7-97582e3ca7f4,Not actively searching,0,0,Low
f343e3ec-3d3f-49de-adfc-3fed0662ca20,Not actively searching,1,1,Middle
53a03610-6e80-44ba-8dbd-af7aaefbbad7,Actively searching,0,1,Lower-middle
0da921ea-e2a9-448e-b66d-c64cfe2d837a,Not actively searching,1,1,Middle
39b92ed8-a1ff-43b7-b83e-a0de8142a163,Not actively searching,1,1,Middle
cfccf0b3-15a0-4041-b46a-29c718a32046,Actively searching,0,1,Middle
e9e4a493-4d22-4465-bd2d-fd3afaf369f4,Not actively searching,0,1,Lower-middle
48031793-a0cc-4dcf-a6ea-6d109f901732,Not actively searching,1,0,Lower-middle
