youth_id,digital_skill_score,communication_score,problem_solving_score,english_score,career_readiness_score
04af527e-a147-451c-b4a2-976d7fb1dc98,72,37,37,27,50
cbecc7e3-2a6d-47fe-a906-cd94126e2b0d,71,27,32,30,47
4335efd2-9004-4140-86b0-d8fc47cdf114,100,42,47,38,68
7f418b9c-146c-43ab-af43-97baa429fc4b,75,30,38,24,48
4aeb9969-55d0-41e7-a3a4-22d102ebbf5b,72,33,29,27,47
77c93407-09ac-4252-ac63-e2277a0389dc,40,31,34,28,36
099e1b69-7554-42b1-af4c-790cd8ccbc7e,28,26,24,20,28
3d8173e5-3070-4053-87b9-da8f77b52aea,100,42,38,34,63
e542cc35-0e56-40eb-92c8-3c9daefb9fdd,100,53,44,43,68
789bdcf8-8fab-4a38-bee1-10cbf70023db,79,36,35,32,52
05847686-0933-4ca2-a8a8-423a73230b23,88,40,32,38,56
b708be00-fe14-4aa7-95ca-ece7402ba094,84,34,31,36,53
0f2af93d-59fd-452e-96ce-07d9316bd339,72,35,35,33,48
c5f5b4db-1c29-438c-bbd2-f0f0f3ec8933,81,35,33,32,51
a44bc1f4-75dd-432b-8d1c-06f407a0fe36,28,26,32,21,30
88fafa78-12d9-437d-99c6-2a2631069f21,68,40,35,31,49
8f5e02af-a048-4483-a967-42871348430f,100,40,45,42,64
8aa89add-ed2b-4db4-8ad7-37e1fe33d17f,72,38,44,33,53
cd0c3076-46b4-4360-8f8c-07d32729dd9d,75,32,26,33,48
888b1f11-2825-4490-8d61-7923244385bd,100,45,42,36,64
37672d33-8e9d-4e3b-a58d-58df8e8246c1,100,44,39,45,67
c9505bce-5df3-43ef-b7ce-ad6e225359ec,82,36,26,27,51
17896a61-1de4-487d-8ad5-8b2e675cdbcf,77,32,34,35,50
414df209-00e0-4c33-a95e-6f8182db4f61,19,20,19,18,22
c047721d-6089-443c-9a06-96d2535fb419,68,30,24,23,43
6a39ef4e-9dc2-450b-aa41-f15e7daa09c1,100,50,49,44,70
002c72f9-8f01-46fe-9073-49370688bcf6,68,23,28,31,46
0c74db31-535a-42e7-b944-b4c01041e6b4,60,31,32,21,42
8768bc24-93de-4878-a0f6-476bf4702658,30,24,22,25,27
aa5213a0-6550-49dc-9d4a-52e921839253,72,28,32,36,48
e5ecd40b-6c5b-4934-8a5e-e5fb72d18679,91,43,48,43,63
5deab89d-e2a8-4e93-88c0-e6c1a6542b81,26,29,27,35,31
c0dc1bae-4af3-4a14-bcb5-24afd70521cd,65,37,30,36,49
066c944f-13d2-4cb7-bdec-7796b760026b,100,41,41,44,68
214f1dc1-82e7-4f7c-88de-60dc23b25022,76,45,36,34,55
d4ef5177-cc32-4873-9f68-3bacf7c4eb28,82,39,36,30,54
7db01a1b-f545-42f6-b6fa-29fa61ba2975,60,37,30,30,43
9833a21e-1e64-47b7-9a49-2850c29a9bef,34,24,27,24,29
e8d69a2f-d17e-4fb6-ba44-619232a5b17d,100,44,40,37,65
3948d524-5d1d-4cf1-8bf6-d2276fd5027f,77,29,34,34,49
74a78037-f112-44b7-8205-f4be5318687e,100,52,43,39,68
c89f771a-f588-4c31-b1c1-6ab77ffe6d19,100,46,40,39,66
282b9411-ff88-4c3d-834d-9d18a9d8051d,64,31,27,33,44
2268fecc-24ea-4178-be93-f47751322459,28,29,20,27,27
5f68fe37-26ce-47cf-987a-4c89b790bc91,88,41,41,44,62
31d6dbf4-df60-4ed8-8f55-4fb13b343e75,69,28,33,33,45
e320dca3-d144-485e-bab5-1c4796e50d76,100,40,35,36,63
0fcd24e4-42ea-41d5-b27c-a51109cfab3a,68,32,24,29,46
115d7938-488d-4ec7-b656-ba696a99395d,79,33,34,35,52
595ee0e8-f7a8-46fe-be09-311d5e5fd19f,26,31,26,22,28
bffbe29b-4b76-4136-aa5f-0a2f03ffb590,79,40,38,34,55
c19e9e76-3ef5-4a29-873c-13eb187042f5,27,29,20,25,26
894a58f1-ce75-4f80-a058-ddf2edecf96e,25,29,28,19,27
2296e105-ec26-4738-824f-e7fd3aa27f9c,78,39,34,33,52
c06d2a62-e33e-446e-81aa-35f5d9d53f17,85,42,39,39,60
daf25346-ea48-4fc4-b872-0c12778a8f88,72,34,29,25,46
929b4d18-2ed7-4148-a3d5-2008e1c534b5,26,25,23,23,25
46dbf409-92c0-4f9c-8d21-5864e5649294,82,40,35,40,56
371a8a4b-0993-4cc6-9b26-3168412f9176,77,31,28,26,49
fb8422bf-0582-48f6-a85f-aceffc28c22c,75,36,44,34,53
432ab286-59ee-4d05-be4e-623d53566c3d,76,38,32,33,50
8440fc09-5832-45ba-8e0f-095ae30917a4,25,25,27,25,27
1deb0247-5265-4038-935e-c78a4d1d1739,23,22,22,28,25
3682b050-7728-48b5-8e4f-132d2c116f0e,100,45,54,43,70
18994613-d4c3-4cc3-836d-fda9f1bb9ee8,100,42,47,36,65
3452cf55-34f9-49d4-9a68-4e8ce82994c0,37,33,27,35,34
acaa9749-8123-405f-afaa-9574e5ec98e1,62,34,30,30,45
84ab20dc-f242-4743-9820-e10b1fd77f48,21,21,19,16,20
2f0b7bde-7fe5-4a85-953e-74a49d7532fd,73,29,36,22,49
3bd22a4f-81b3-4c5b-96eb-1ebd5bfaf013,21,19,19,18,21
8b6bb008-d8b5-4405-b1e3-86ca8329ec8f,82,30,43,34,54
7180b21a-293f-4204-bf65-c712a0198565,100,45,39,39,68
e9a16ee2-50eb-44cb-b81d-0f41aaea18b9,100,37,48,42,65
15f7aafe-b2ad-4c09-a65e-70cadda83a35,72,31,34,36,50
7a63fe65-b5cf-408c-ae5b-3d1d1c2c9d96,100,34,43,44,64
dbe9dca2-a959-4afc-bb43-4551c269a19e,18,21,25,21,24
c8c42629-dec1-4731-99e2-1d6f1137eb61,83,32,39,42,54
a569cdd5-a4bc-4c85-b321-873bdffc7903,55,24,27,28,38
5b2d2e89-ead9-427f-beb1-d3d648a70d42,100,42,34,37,64
5149cf47-d26b-40bf-bf5d-165a75902111,28,23,19,16,24
b624948e-e331-4737-bb5a-d56bb57e675a,76,31,27,30,48
e4f6a77f-7801-47da-8703-243203ca970c,31,31,24,27,31
29335d71-7ea4-42f1-bfe3-12d5d0856ac8,30,22,23,24,26
fb1cf81b-b223-4d49-841a-66ed4317ac75,60,28,25,31,44
cad570c3-29b9-4a88-9ff9-568309a868f7,21,27,18,28,25
eaf7f7c3-efd6-4936-b787-a355b34166c8,73,43,39,31,53
120a3187-b17f-49e0-985d-6c3ef5bd0d68,75,31,28,33,48
0e171b82-4fbf-4ca6-aa03-eb561318ff03,100,41,34,44,66
7cd3dcf5-8f8a-43c6-9fde-2f17ab727537,100,42,38,39,64
934c4c4c-21c2-4d82-a838-f5b910b71ab0,63,39,27,29,46
38c6c3a2-fc33-4999-a6ac-b744b8acccc6,72,31,40,22,50
33a28814-df83-4411-875d-0068b0ada3c9,68,30,32,25,48
e9b9d3d5-cdf1-489c-9338-03e0a8ac3204,23,22,23,21,24
06d3c9d6-e5f0-4992-afca-f24490045380,81,36,37,36,54
c653e673-9d5a-4b08-af3d-a4fffc42e21b,100,45,38,44,66
f3149f21-e35f-49e7-b171-4884d23a6785,92,47,39,43,62
f9fbb288-e0ff-4420-9022-497fce8069c7,100,40,43,43,68
73845b5a-4d08-4bd7-9816-5748d499fc05,36,16,27,29,29
cd5e8ba4-13e9-4724-a018-35ebfaa2f1aa,79,33,28,33,48
2867369c-8bd0-4027-9329-7940ac3bf92d,69,24,33,33,46
8f2dd5fd-ca31-4bcb-b471-9a66915cd002,77,30,33,29,48
78b89cc9-12a7-4bc0-ab2a-0bfbbe5f71e1,79,40,37,39,56
8c14c2f1-6b5d-4ec5-9944-bd582fe269d8,71,24,25,28,42
338d2d7c-8030-4e4d-b674-6afe23102b0b,100,47,48,45,69
ab4b8f07-3cce-47eb-8d10-5f7e7f705b4d,79,36,37,31,54
e6e4f3ff-70c1-4595-acd0-a12cca006251,37,21,25,37,33
1c2bedfb-5316-477b-84c7-37e1cb993248,100,40,38,39,64
876ffdf5-473f-41ae-8c48-11c465b6c6ec,68,32,25,28,46
35686d61-1d05-4a2e-a475-7fa91a8e7a40,100,51,46,42,70
7db82a40-cf37-41a9-8842-acc3cd305e26,75,31,30,43,49
c60cdc5e-7def-4d13-b321-ca37ac1662bc,100,44,49,46,69
4d2a91c2-5e05-47a3-af20-f92922f18098,28,24,25,30,29
e5d08db0-d043-484a-93d1-965494c812d6,100,47,54,53,73
9ab85029-f01d-4d31-891d-2544858ff893,74,32,34,31,49
53f8d1ec-3ca3-4950-929a-4f36142fed33,100,47,41,47,69
339c7789-3279-4957-b67c-b4803c0bbd3d,79,35,37,43,55
a954fd82-295c-420e-9c56-4683aea48b37,100,41,50,42,69
3b7788f2-a007-456e-a46a-6ca8bce6d7da,84,36,41,36,56
1b9e1668-a95f-4409-b78b-c160801e5e72,20,26,23,25,24
2581deb2-6a98-4647-851d-97ec7cb668be,100,46,38,42,68
40e6a220-40e7-462d-8bac-ec8524101704,34,31,27,28,30
e94d6f75-f3c6-458d-902a-277bd759f66a,71,33,41,27,48
a9bf8ee1-a862-4015-9a15-5696e0ac9e38,88,39,41,42,58
f93fafc8-6591-43d1-b41d-f781f685c63f,72,37,36,30,52
5419b7ef-fe79-4fb4-ae8e-89601c4b57b1,100,44,40,38,64
cfdd44de-855c-4330-a76e-5dc9eba1eb20,84,43,36,35,54
7603d763-11eb-4565-8a30-719e7adaf8fd,100,46,44,41,68
0efd0266-cd5d-4f7c-a659-f2b7c6563b8c,100,36,40,37,62
151c85ea-cd2c-450d-bd45-d094c438b8a1,72,28,36,31,47
3fc86b3e-2c88-4db1-b26f-0c03ff4e5eb0,14,29,18,17,22
2fcc77fd-4c94-432f-8d0d-2611166b0b09,100,46,47,49,69
988e16bd-213f-4c52-8eaa-451693d316bb,30,28,30,26,29
46cc1820-9e50-4cb7-8d5c-2b1dab9ed823,100,56,52,47,71
5cccec16-39c8-4f02-834f-b3697dbe330a,69,29,35,36,49
e5711df7-8353-42e0-8dbb-a0031a36ec0e,72,32,39,31,49
380a4e39-3791-4a1a-b738-101545d33e77,100,45,40,43,66
97265070-941b-4595-aa53-f292cbfe2709,100,47,52,45,72
cde783f1-191b-4a1a-aee1-6d0be133a82c,70,40,37,34,51
22c8537c-3010-4d1b-906f-faf4bff1de11,100,54,46,44,70
1ecc7d6d-9e8e-40c8-b59c-b640eba18a3a,66,35,35,30,50
7f2e64aa-27bf-4ea1-8554-11cbbdaadcde,19,18,21,18,23
d610f3a7-900c-489d-858b-a658a56c8f75,58,38,30,20,43
5e4ee7b5-c6c8-42c2-a09f-a633a81982de,100,43,45,46,68
fee78eb0-d9e2-47c7-b8bd-eceb7ae69ac2,100,40,35,40,65
1f9039ec-00b6-4f5e-85e6-9c23e7a23180,100,35,39,42,65
adc018b1-7163-4172-8721-c5907705bd16,87,40,38,40,59
0923baaf-9314-43ad-b36d-21dc041cb0e3,89,34,35,30,56
0103150c-b48b-4d55-a7ac-a64026fa0457,100,41,42,40,66
d313f6b0-2fe2-4771-83e0-5f06def93552,100,40,51,46,70
e2980c9d-046a-403b-b2b1-e91d15e17767,84,32,35,33,54
b7566564-a899-4fc8-b173-a43b503bb748,72,33,31,34,49
a9ccef04-6ede-4619-9c2a-7fbb44c1f7b4,85,31,38,28,55
3b25ed9d-ebf9-4ea3-9632-25eceb66ef96,30,23,27,25,27
f2a2ba8c-e199-4981-adc6-f87c8030a4de,100,46,39,48,67
83e2179c-fdf7-421c-b0da-3b98d980f1fb,69,30,31,28,44
f2a24b4b-9e2d-4ce6-b3d6-9f070ef262c8,22,37,26,23,29
c1307cf8-8c46-4fa0-a841-a412187fbab1,76,32,32,30,49
f9b35d9c-f046-4e70-9ca3-6154fe254041,13,21,21,20,20
3c48193e-cc71-4630-adc8-4d52f520ce2c,31,33,29,28,33
88769b83-4110-47d2-bb74-eca30ff29fb0,83,35,36,36,53
08767315-83a4-4e74-aee3-b6bcfb1339f3,77,39,36,34,52
a5598978-4bfd-4ebf-9d66-b2d4a389c036,73,30,25,32,49
5a5dbd00-c71f-42ad-8b50-efe93126cc1e,79,32,32,34,50
d67f61d1-442c-4fec-9a50-4259924e955c,71,35,25,38,50
c3aa9e35-d87a-4d6e-b5ac-a6a6511863f3,67,27,27,22,45
a40889d6-e362-46b8-8925-66d6d178c864,34,25,20,29,31
b384dc86-10d2-4450-ab1f-2d89b80a5a5c,100,39,46,45,67
c0fd1ccc-4c23-44d8-a797-5c0ef086cc64,100,50,39,42,65
981e0cb7-ef57-4b76-bbcd-d155ff710c4a,62,32,25,28,42
d5e291a1-3e62-4fc9-8e36-c18d78e7d331,100,46,44,45,67
ba31857d-44bd-4abb-85f3-a50d55f81648,73,38,38,36,51
49eeacc0-588d-4dc5-849f-754ee247e09c,100,37,45,42,65
96b701de-c936-4d14-9b60-9d05923a75e6,81,41,33,41,55
b6ad3fe6-0790-4431-b60d-8e9682dcbd01,83,40,35,35,55
9f8d7a36-4c44-4f70-bfe2-257b283ec8e2,100,36,45,42,66
dcc99258-fed1-4a4c-ace5-e3e8ec4e6155,100,38,44,44,66
cdcdc737-1c1a-4120-a4be-00dd8a4652a5,88,39,38,35,57
08f8c5fb-0b27-40df-9887-2d993e61d4f9,67,36,29,32,48
3ed34a85-7c5f-4a9b-a018-9024f1524ef5,67,30,24,22,43
c76ec9eb-6311-4ed6-a055-956c2623ac99,100,32,40,43,61
23017f82-6bd7-4620-9d50-63c078db0579,100,46,41,43,66
78fb83c8-3f2a-4ff7-a00c-44bc5e91c23d,100,47,43,49,70
ae474d90-7ed6-413d-ad13-076859cae47a,100,33,35,37,60
5e3ca1ee-4424-4144-8937-7e0b19da284f,15,22,18,17,22
eddf6458-e658-4e4d-9de7-0ded3af5b59e,100,40,42,39,65
178f706e-788f-4214-958d-603508c1e553,100,35,38,43,66
68033455-cf78-4983-b058-f8eaf46b0bbb,37,31,27,30,34
dddcd866-d923-48a4-8cd0-9c580beea06c,71,38,27,31,49
f24f9b4e-056a-4e95-8fd4-afa9b954a7ef,77,45,39,46,56
c8b33fc9-ce26-4314-90a4-fa21caea3b57,63,33,32,22,46
46c8c5c2-8067-4d22-abc3-ae567e232e50,27,26,27,24,29
6971fb7c-8b4a-4320-95ab-eb9a7a9d8eab,100,44,40,46,68
e34209bb-630f-4c01-94ce-01538adbae45,100,40,37,40,66
707ef209-f2da-4ca4-86c1-2d6e84fa17cb,27,15,32,24,26
90c4a94c-168f-4287-b2bd-3d3b99ac738e,26,26,27,16,25
e6ca78a9-73dc-4bc4-8970-4ac13654deaa,31,26,24,25,28
c37bac81-5bc6-46dd-a8de-b3e8638c9e47,75,30,34,21,48
b985a819-60a8-4147-a3e6-3c0fb4844dea,31,30,23,22,31
d2826919-d7a7-404e-a999-c8f98b152dc0,74,40,35,30,50
39e51029-e505-4c5c-be99-21969fbdb47c,75,37,29,28,50
87a7b413-898c-4634-9201-e71aeb5e690b,44,24,25,23,31
25af98a6-3c02-4972-965d-3d9462297bb1,100,51,43,42,69
7eca15d1-4d92-4d8b-ab19-e422f692e429,100,44,36,38,64
f25bc53c-ae4e-419f-bad2-0d218a369ce0,73,28,31,32,46
e3b09bcc-7d24-40ea-89fd-32cfb00b1897,36,29,19,21,30
7385ff3e-1263-4281-88f8-6f070f25fa74,100,50,50,54,70
1e8074aa-d738-445a-810d-c92cf944ff56,12,18,22,16,20
dccd5085-cb94-4076-9276-e52ec7ed2de5,59,35,24,32,43
7bc9a4d8-9d36-482b-b587-d39b98e5f544,67,39,30,39,51
fba3e996-8320-4c69-bf58-ce98a531d75b,80,33,28,37,50
d8240202-bc1c-4d52-8eff-d6dc65f7fae4,27,24,29,22,29
c01bf1e5-545a-4064-ac93-db086a13152d,100,45,48,45,70
09ac609f-54ed-41d5-b8e9-a99c7279cadc,87,41,34,37,58
cd70b544-64e8-4411-91ae-c74d98071021,100,46,43,39,64
6f500dfc-18a0-42ae-acfd-cc35342d3eb0,26,23,27,15,26
588d23ce-acf8-4326-bb22-1f2673d1128d,16,21,24,23,25
caae11a2-ee81-4a49-9224-72380a6af0eb,100,45,48,44,69
ed3ba200-d23b-43d7-8a42-d8edf3554f47,100,46,49,43,69
683a0fb6-0c70-4aa2-8e74-815b0138f113,73,33,34,36,50
37240d19-f92d-40b7-bd8b-ad7ea49c6e2b,62,29,32,30,44
4e4c8dfe-eeff-4c77-83a2-6d834945c8c1,21,23,18,25,25
adc8623c-5c33-42fb-a60d-3998eaa4ea8c,79,36,36,24,51
693fdf66-0f0a-4fd7-81a9-8d5dda941920,83,37,36,49,56
ef60ec1c-c941-498d-b9f0-0b1e68353080,85,42,39,33,54
7af6b6d9-dd1e-4877-b83e-fdfc6339361e,87,42,34,35,57
9d6a5f67-7cac-45e2-a9be-57855d5a1c64,100,48,38,50,66
b53e9f83-2e8b-4ff6-aa84-ea598f5e3b01,100,44,38,34,65
f8923e44-c126-4a81-a4f4-f144b93c3185,69,26,32,31,47
c10010d6-e8d3-447d-bd6f-c113ee9f5470,67,30,22,36,44
b015bfdb-0b71-4414-afb2-5a35f0cf72cb,100,51,41,46,67
10179649-8938-4b52-a8d6-c0ddf854f0db,78,39,34,35,52
66b0c370-d07e-464b-8114-6cbdc790679b,100,31,37,43,63
fa0c60e9-8e0b-4811-8905-ef574fb98401,63,29,30,30,44
40547e1f-b90a-4916-bdc6-e2f5b31daf10,100,46,45,38,67
9d6dd849-5802-4201-bb19-cc714a84a127,70,22,36,29,48
e9e77399-a1ba-481c-8f1e-23f75a4b56c2,100,45,47,40,66
736b23b8-b18f-432e-8bca-560d02d59be1,87,36,46,44,57
8d04bd2f-1730-4412-a887-a59448c40b3e,100,38,42,38,65
f3303b4f-1a68-4553-bd3b-716a240f4c98,73,32,35,37,51
ce5dcb24-905b-4510-a674-40273b55a593,32,25,30,21,29
52b5c36e-949d-4a2f-ad45-1f55fc46ad02,100,41,45,43,66
dfb07648-1a5e-4fdf-a518-ee383e80f536,84,28,27,36,50
7daaff1f-4b5d-4829-888b-885bf317bac1,70,37,36,37,51
785da8f0-3c2d-4285-b361-19c3031f59d6,71,33,37,33,50
9f37efea-3ded-41cb-b8a2-6942abaa2b99,75,34,33,26,49
ef786c6f-c62c-46ea-a3d4-d0c4b62f608c,82,42,33,33,53
969dba5d-dc6d-4be1-a4ac-d6431bae495e,71,36,34,27,49
6776b084-f36c-47a2-9374-86eca7572b21,25,24,17,18,25
dfe4535c-2a79-4fd9-8359-6fa225aa4d7b,8,23,21,23,21
2cd980ad-c45d-4879-a294-63fdd8090967,100,50,46,42,69
cd5050b7-efed-46bd-98d4-76b14e95ae3b,89,35,47,33,59
5b21499e-3c8e-4804-8a40-2dc5400b0d3f,100,45,47,43,70
3a1c4bba-636e-42a9-944f-feb7e5ab1842,66,28,32,25,44
100bd03b-de21-47c8-b9cf-41da2dbc3b1a,100,41,47,49,69
05035117-c313-4d58-bb89-8b5062b13763,100,38,34,38,63
84bd8643-eb4c-4760-ac04-f9573221baf2,83,38,37,41,56
da5ea639-8a2f-44d0-b56c-122c4704a011,34,30,23,29,31
d45ea3c8-b378-4181-989e-dd0f01557e17,100,40,51,41,69
afe1890c-719d-485d-a0b1-78d6684bdb5f,72,36,27,31,47
d8c7e297-e4bd-422f-a3dd-b9251a1a0fd4,81,34,29,23,51
2c6a0174-7674-4bed-af59-d86069b39c51,13,21,19,19,19
50f45106-85fe-43c3-9404-1a9347e67a1b,74,33,38,34,51
3ce4103d-ed5e-4c79-bcca-04084e565ac7,100,45,45,43,64
77bc34c6-7654-4c27-9e81-669551fbb76d,100,37,38,36,63
711546e8-5c2c-4c6e-a27d-d7d4aaa7a1bd,77,30,33,35,49
fdc0958e-b143-45f8-85e0-b1faf9c4b7d0,100,43,45,46,68
f9f5d1fc-b6ae-42d7-939e-75a9072546d2,25,24,19,23,25
c34a21b5-f378-4b53-85ee-6785a62b4434,38,30,30,29,32
e94c3c5f-79e1-4064-8f83-e96c9ee8724e,29,32,25,19,28
725edcc5-b9c7-4b7b-accc-a0f25f49b043,100,48,50,45,70
2fe70c88-6830-4559-bb4c-a3237eead5a9,70,32,32,30,51
f18bf0a4-d99f-43a3-984e-8fff9a31acf3,68,32,32,27,47
ae3572b3-0d3f-42cd-b39d-e926a5e72c5e,100,50,44,35,65
6373f7ec-e99f-46f2-be8e-ada478c4d849,100,52,48,43,70
e8d80401-5e93-40dc-954b-c4725035921a,100,46,50,44,70
2a733b99-f6c1-4756-98a2-85a24a47b368,73,38,27,30,48
0200933e-0535-4d4d-9115-6129c1393b68,31,30,24,23,29
ae0a1e2e-88cb-42be-b1e7-97582e3ca7f4,23,26,22,25,27
f343e3ec-3d3f-49de-adfc-3fed0662ca20,100,47,50,44,68
53a03610-6e80-44ba-8dbd-af7aaefbbad7,87,41,35,35,58
0da921ea-e2a9-448e-b66d-c64cfe2d837a,100,49,48,41,70
39b92ed8-a1ff-43b7-b83e-a0de8142a163,100,41,42,38,66
cfccf0b3-15a0-4041-b46a-29c718a32046,100,42,38,44,64
e9e4a493-4d22-4465-bd2d-fd3afaf369f4,82,39,36,38,56
48031793-a0cc-4dcf-a6ea-6d109f901732,78,36,34,31,50
9217526b-47e5-4763-9930-e192d8dfc34a,25,17,17,17,22
2bdbb8cf-f25f-45a6-be68-297322deacca,29,15,17,19,22
ba9b07e3-634e-4604-97e7-160357c65254,100,40,35,38,64
f1593ed4-1ee6-4f44-8c3c-b440e8abe08a,80,30,29,35,50
819066db-88d3-43fc-ace1-60436712b48c,100,48,41,41,66
097837f4-dcce-45b9-a191-fd985dcae95a,89,43,41,47,59
66f29398-dc49-4295-9717-1872a8d059f1,74,30,26,28,46
c7854475-7160-40b9-8cd9-9247caf63771,100,47,43,38,68
11d86b5a-220b-4b8a-8d1a-585fc5652ac9,100,45,47,46,69
fa718727-82ae-446b-bfe9-5cf4b164153c,100,55,44,41,69
9105d239-cfa0-4823-af44-952f8f9565f9,100,45,51,40,69
f37a7561-e5b5-4cfa-a651-d871283a84c7,48,39,37,30,42
41964245-a1c3-4d1f-a66c-cbe049ce1189,100,44,43,35,65
8ffde5d9-41ab-4bf8-a92e-89beb55d8853,74,37,34,36,50
d0242586-0909-4216-aa0c-0893be4c5027,28,28,21,18,26
32188ae8-65b1-47c4-9b09-49885529f3b6,76,33,34,31,50
b3286a02-68e1-4739-9e81-4cde982d318e,78,42,37,35,56
e6935b40-ec90-4bde-a395-602e5158a232,25,24,19,20,25
a2c1f4b9-ac62-4be3-8f54-b2a8fd677ee7,100,37,38,42,62
0e2a1af1-f773-42d3-8028-c106659aecc3,100,42,42,37,65
b9c62b91-624c-4578-af41-b5a39bcb03bd,93,36,31,36,56
4e078ce9-f080-4421-a206-47056000bb25,71,37,32,28,47
d6f4ecdc-f1fb-465a-841a-d68c484062fd,26,23,23,15,25
3587b44c-f938-420b-9810-750648122cea,100,50,47,48,71
3db7ab4a-5e4b-4099-b969-29bb57250e74,98,39,49,44,65
51c94c5f-2b11-4b73-8828-9af01bb858e9,73,28,25,27,46
6aa29655-41c8-44c8-819a-cb44b7829dfb,28,25,22,29,27
18d4ae5c-8da3-4336-a981-65182ba0e82d,100,53,46,50,72
af65f241-432d-4c52-b800-3cd0e49ebd90,100,44,50,35,67
9486388b-a877-4dbc-a190-88ae84f39894,21,22,14,7,20
98b3845b-434e-4a60-a85b-b59c947dd794,66,38,31,31,49
3a9a539a-29c6-4edf-9b15-b0404eb8023b,100,54,42,42,70
96a0fb76-3585-4f03-9382-5fd76ee9855f,100,42,43,40,66
36c76bad-1e3b-47d3-a4d1-32c2adf40083,35,31,19,26,30
3f972657-471d-44d7-b127-ae5737dce853,52,27,25,34,40
4ff126b6-79a8-474b-b595-8402199057c5,67,34,34,35,47
c33ecd77-7ff0-467a-a372-5cbf42bbd757,19,20,18,19,21
7daa493d-4285-401f-b4ce-df9b2edfde04,100,46,46,48,70
846253b8-6be5-4974-8460-e2f675855226,100,49,52,41,69
2818d196-f1d5-4750-bab1-613aade7f0dd,73,36,34,25,48
0de6bd92-d3a7-468e-a502-b4d7b576043c,16,19,25,19,19
be452adb-b114-4202-baba-1a7806b39640,100,47,43,39,64
8bda5048-d7f0-42fb-876e-97e34036e4d3,83,47,36,37,59
2bd11e71-379b-4d0b-a3ec-7e925f34b148,100,49,37,46,67
11d03970-b0e1-494b-a74a-f2990319b5d3,100,50,40,39,66
e767e3bc-6c63-4037-a469-093a9818d073,24,16,24,18,24
c706005f-4166-4719-8a4d-7aeba1e658f3,100,41,38,43,64
09366b11-fe58-48a2-97e7-fc4ee683f817,100,51,43,45,68
5b8855ae-6b8f-4d3e-9e45-d08c176a4c91,37,32,25,21,32
f991482c-ddae-4a1d-b167-e6e2a01c289d,79,34,27,32,50
b4f2468c-6d52-4d7b-8603-619a17e9c7a3,78,32,39,34,50
