youth_id,digital_opportunity_score,opportunity_level
120a3187-b17f-49e0-985d-6c3ef5bd0d68,52.5,Medium Opportunity
0e171b82-4fbf-4ca6-aa03-eb561318ff03,70.0,Medium Opportunity
7cd3dcf5-8f8a-43c6-9fde-2f17ab727537,65.0,Medium Opportunity
934c4c4c-21c2-4d82-a838-f5b910b71ab0,57.25,Medium Opportunity
38c6c3a2-fc33-4999-a6ac-b744b8acccc6,25.25,Low Opportunity
33a28814-df83-4411-875d-0068b0ada3c9,25.0,Low Opportunity
e9b9d3d5-cdf1-489c-9338-03e0a8ac3204,20.75,Low Opportunity
06d3c9d6-e5f0-4992-afca-f24490045380,38.0,Low Opportunity
c653e673-9d5a-4b08-af3d-a4fffc42e21b,95.0,High Opportunity
f3149f21-e35f-49e7-b171-4884d23a6785,97.75,High Opportunity
f9fbb288-e0ff-4420-9022-497fce8069c7,90.0,High Opportunity
73845b5a-4d08-4bd7-9816-5748d499fc05,44.75,Low Opportunity
cd5e8ba4-13e9-4724-a018-35ebfaa2f1aa,53.0,Medium Opportunity
2867369c-8bd0-4027-9329-7940ac3bf92d,37.25,Low Opportunity
8f2dd5fd-ca31-4bcb-b471-9a66915cd002,53.0,Medium Opportunity
78b89cc9-12a7-4bc0-ab2a-0bfbbe5f71e1,64.75,Medium Opportunity
8c14c2f1-6b5d-4ec5-9944-bd582fe269d8,28.25,Low Opportunity
338d2d7c-8030-4e4d-b674-6afe23102b0b,100.0,High Opportunity
ab4b8f07-3cce-47eb-8d10-5f7e7f705b4d,63.25,Medium Opportunity
e6e4f3ff-70c1-4595-acd0-a12cca006251,19.75,Low Opportunity
1c2bedfb-5316-477b-84c7-37e1cb993248,100.0,High Opportunity
876ffdf5-473f-41ae-8c48-11c465b6c6ec,26.0,Low Opportunity
35686d61-1d05-4a2e-a475-7fa91a8e7a40,100.0,High Opportunity
7db82a40-cf37-41a9-8842-acc3cd305e26,83.5,High Opportunity
c60cdc5e-7def-4d13-b321-ca37ac1662bc,95.0,High Opportunity
4d2a91c2-5e05-47a3-af20-f92922f18098,27.75,Low Opportunity
e5d08db0-d043-484a-93d1-965494c812d6,100.0,High Opportunity
9ab85029-f01d-4d31-891d-2544858ff893,27.25,Low Opportunity
53f8d1ec-3ca3-4950-929a-4f36142fed33,100.0,High Opportunity
339c7789-3279-4957-b67c-b4803c0bbd3d,84.0,High Opportunity
a954fd82-295c-420e-9c56-4683aea48b37,95.0,High Opportunity
3b7788f2-a007-456e-a46a-6ca8bce6d7da,79.0,High Opportunity
1b9e1668-a95f-4409-b78b-c160801e5e72,26.0,Low Opportunity
2581deb2-6a98-4647-851d-97ec7cb668be,100.0,High Opportunity
40e6a220-40e7-462d-8bac-ec8524101704,57.75,Medium Opportunity
e94d6f75-f3c6-458d-902a-277bd759f66a,52.75,Medium Opportunity
a9bf8ee1-a862-4015-9a15-5696e0ac9e38,72.25,Medium Opportunity
f93fafc8-6591-43d1-b41d-f781f685c63f,50.75,Medium Opportunity
5419b7ef-fe79-4fb4-ae8e-89601c4b57b1,95.0,High Opportunity
cfdd44de-855c-4330-a76e-5dc9eba1eb20,71.0,Medium Opportunity
7603d763-11eb-4565-8a30-719e7adaf8fd,100.0,High Opportunity
0efd0266-cd5d-4f7c-a659-f2b7c6563b8c,100.0,High Opportunity
151c85ea-cd2c-450d-bd45-d094c438b8a1,54.0,Medium Opportunity
3fc86b3e-2c88-4db1-b26f-0c03ff4e5eb0,12.0,Low Opportunity
2fcc77fd-4c94-432f-8d0d-2611166b0b09,95.0,High Opportunity
988e16bd-213f-4c52-8eaa-451693d316bb,26.5,Low Opportunity
46cc1820-9e50-4cb7-8d5c-2b1dab9ed823,95.0,High Opportunity
5cccec16-39c8-4f02-834f-b3697dbe330a,59.5,Medium Opportunity
e5711df7-8353-42e0-8dbb-a0031a36ec0e,79.25,High Opportunity
380a4e39-3791-4a1a-b738-101545d33e77,95.0,High Opportunity
97265070-941b-4595-aa53-f292cbfe2709,100.0,High Opportunity
cde783f1-191b-4a1a-aee1-6d0be133a82c,64.25,Medium Opportunity
22c8537c-3010-4d1b-906f-faf4bff1de11,95.0,High Opportunity
1ecc7d6d-9e8e-40c8-b59c-b640eba18a3a,77.25,High Opportunity
7f2e64aa-27bf-4ea1-8554-11cbbdaadcde,11.0,Low Opportunity
d610f3a7-900c-489d-858b-a658a56c8f75,19.0,Low Opportunity
5e4ee7b5-c6c8-42c2-a09f-a633a81982de,100.0,High Opportunity
fee78eb0-d9e2-47c7-b8bd-eceb7ae69ac2,95.0,High Opportunity
1f9039ec-00b6-4f5e-85e6-9c23e7a23180,90.0,High Opportunity
adc018b1-7163-4172-8721-c5907705bd16,91.0,High Opportunity
0923baaf-9314-43ad-b36d-21dc041cb0e3,93.5,High Opportunity
0103150c-b48b-4d55-a7ac-a64026fa0457,95.0,High Opportunity
d313f6b0-2fe2-4771-83e0-5f06def93552,100.0,High Opportunity
e2980c9d-046a-403b-b2b1-e91d15e17767,26.5,Low Opportunity
b7566564-a899-4fc8-b173-a43b503bb748,84.5,High Opportunity
a9ccef04-6ede-4619-9c2a-7fbb44c1f7b4,33.5,Low Opportunity
3b25ed9d-ebf9-4ea3-9632-25eceb66ef96,40.75,Low Opportunity
f2a2ba8c-e199-4981-adc6-f87c8030a4de,100.0,High Opportunity
83e2179c-fdf7-421c-b0da-3b98d980f1fb,27.75,Low Opportunity
f2a24b4b-9e2d-4ce6-b3d6-9f070ef262c8,27.0,Low Opportunity
c1307cf8-8c46-4fa0-a841-a412187fbab1,53.5,Medium Opportunity
f9b35d9c-f046-4e70-9ca3-6154fe254041,17.5,Low Opportunity
3c48193e-cc71-4630-adc8-4d52f520ce2c,25.5,Low Opportunity
88769b83-4110-47d2-bb74-eca30ff29fb0,92.75,High Opportunity
08767315-83a4-4e74-aee3-b6bcfb1339f3,58.25,Medium Opportunity
a5598978-4bfd-4ebf-9d66-b2d4a389c036,82.75,High Opportunity
5a5dbd00-c71f-42ad-8b50-efe93126cc1e,85.25,High Opportunity
d67f61d1-442c-4fec-9a50-4259924e955c,26.25,Low Opportunity
c3aa9e35-d87a-4d6e-b5ac-a6a6511863f3,25.75,Low Opportunity
a40889d6-e362-46b8-8925-66d6d178c864,50.0,Medium Opportunity
b384dc86-10d2-4450-ab1f-2d89b80a5a5c,100.0,High Opportunity
c0fd1ccc-4c23-44d8-a797-5c0ef086cc64,95.0,High Opportunity
981e0cb7-ef57-4b76-bbcd-d155ff710c4a,26.75,Low Opportunity
d5e291a1-3e62-4fc9-8e36-c18d78e7d331,100.0,High Opportunity
ba31857d-44bd-4abb-85f3-a50d55f81648,64.0,Medium Opportunity
49eeacc0-588d-4dc5-849f-754ee247e09c,95.0,High Opportunity
96b701de-c936-4d14-9b60-9d05923a75e6,91.75,High Opportunity
b6ad3fe6-0790-4431-b60d-8e9682dcbd01,92.0,High Opportunity
9f8d7a36-4c44-4f70-bfe2-257b283ec8e2,90.0,High Opportunity
dcc99258-fed1-4a4c-ace5-e3e8ec4e6155,100.0,High Opportunity
cdcdc737-1c1a-4120-a4be-00dd8a4652a5,72.25,Medium Opportunity
08f8c5fb-0b27-40df-9887-2d993e61d4f9,30.25,Low Opportunity
3ed34a85-7c5f-4a9b-a018-9024f1524ef5,48.25,Low Opportunity
c76ec9eb-6311-4ed6-a055-956c2623ac99,75.0,High Opportunity
23017f82-6bd7-4620-9d50-63c078db0579,100.0,High Opportunity
78fb83c8-3f2a-4ff7-a00c-44bc5e91c23d,100.0,High Opportunity
ae474d90-7ed6-413d-ad13-076859cae47a,85.0,High Opportunity
5e3ca1ee-4424-4144-8937-7e0b19da284f,12.25,Low Opportunity
eddf6458-e658-4e4d-9de7-0ded3af5b59e,100.0,High Opportunity
178f706e-788f-4214-958d-603508c1e553,95.0,High Opportunity
68033455-cf78-4983-b058-f8eaf46b0bbb,92.5,High Opportunity
dddcd866-d923-48a4-8cd0-9c580beea06c,51.25,Medium Opportunity
f24f9b4e-056a-4e95-8fd4-afa9b954a7ef,91.5,High Opportunity
c8b33fc9-ce26-4314-90a4-fa21caea3b57,19.75,Low Opportunity
46c8c5c2-8067-4d22-abc3-ae567e232e50,24.75,Low Opportunity
6971fb7c-8b4a-4320-95ab-eb9a7a9d8eab,100.0,High Opportunity
e34209bb-630f-4c01-94ce-01538adbae45,95.0,High Opportunity
707ef209-f2da-4ca4-86c1-2d6e84fa17cb,40.5,Low Opportunity
90c4a94c-168f-4287-b2bd-3d3b99ac738e,24.0,Low Opportunity
e6ca78a9-73dc-4bc4-8970-4ac13654deaa,20.25,Low Opportunity
c37bac81-5bc6-46dd-a8de-b3e8638c9e47,26.75,Low Opportunity
b985a819-60a8-4147-a3e6-3c0fb4844dea,19.75,Low Opportunity
d2826919-d7a7-404e-a999-c8f98b152dc0,41.25,Low Opportunity
39e51029-e505-4c5c-be99-21969fbdb47c,30.75,Low Opportunity
87a7b413-898c-4634-9201-e71aeb5e690b,47.5,Low Opportunity
25af98a6-3c02-4972-965d-3d9462297bb1,95.0,High Opportunity
7eca15d1-4d92-4d8b-ab19-e422f692e429,90.0,High Opportunity
f25bc53c-ae4e-419f-bad2-0d218a369ce0,31.5,Low Opportunity
e3b09bcc-7d24-40ea-89fd-32cfb00b1897,26.75,Low Opportunity
7385ff3e-1263-4281-88f8-6f070f25fa74,95.0,High Opportunity
1e8074aa-d738-445a-810d-c92cf944ff56,13.0,Low Opportunity
dccd5085-cb94-4076-9276-e52ec7ed2de5,26.25,Low Opportunity
7bc9a4d8-9d36-482b-b587-d39b98e5f544,20.0,Low Opportunity
fba3e996-8320-4c69-bf58-ce98a531d75b,38.5,Low Opportunity
d8240202-bc1c-4d52-8eff-d6dc65f7fae4,18.5,Low Opportunity
c01bf1e5-545a-4064-ac93-db086a13152d,95.0,High Opportunity
09ac609f-54ed-41d5-b8e9-a99c7279cadc,79.75,High Opportunity
cd70b544-64e8-4411-91ae-c74d98071021,90.0,High Opportunity
6f500dfc-18a0-42ae-acfd-cc35342d3eb0,19.75,Low Opportunity
588d23ce-acf8-4326-bb22-1f2673d1128d,12.75,Low Opportunity
caae11a2-ee81-4a49-9224-72380a6af0eb,95.0,High Opportunity
ed3ba200-d23b-43d7-8a42-d8edf3554f47,100.0,High Opportunity
683a0fb6-0c70-4aa2-8e74-815b0138f113,59.0,Medium Opportunity
37240d19-f92d-40b7-bd8b-ad7ea49c6e2b,33.25,Low Opportunity
4e4c8dfe-eeff-4c77-83a2-6d834945c8c1,39.25,Low Opportunity
adc8623c-5c33-42fb-a60d-3998eaa4ea8c,85.0,High Opportunity
693fdf66-0f0a-4fd7-81a9-8d5dda941920,91.5,High Opportunity
ef60ec1c-c941-498d-b9f0-0b1e68353080,59.25,Medium Opportunity
7af6b6d9-dd1e-4877-b83e-fdfc6339361e,91.0,High Opportunity
9d6a5f67-7cac-45e2-a9be-57855d5a1c64,95.0,High Opportunity
b53e9f83-2e8b-4ff6-aa84-ea598f5e3b01,90.0,High Opportunity
f8923e44-c126-4a81-a4f4-f144b93c3185,26.75,Low Opportunity
c10010d6-e8d3-447d-bd6f-c113ee9f5470,52.5,Medium Opportunity
b015bfdb-0b71-4414-afb2-5a35f0cf72cb,90.0,High Opportunity
10179649-8938-4b52-a8d6-c0ddf854f0db,53.5,Medium Opportunity
66b0c370-d07e-464b-8114-6cbdc790679b,85.0,High Opportunity
fa0c60e9-8e0b-4811-8905-ef574fb98401,21.25,Low Opportunity
40547e1f-b90a-4916-bdc6-e2f5b31daf10,90.0,High Opportunity
9d6dd849-5802-4201-bb19-cc714a84a127,27.0,Low Opportunity
e9e77399-a1ba-481c-8f1e-23f75a4b56c2,100.0,High Opportunity
736b23b8-b18f-432e-8bca-560d02d59be1,71.5,Medium Opportunity
8d04bd2f-1730-4412-a887-a59448c40b3e,90.0,High Opportunity
f3303b4f-1a68-4553-bd3b-716a240f4c98,26.5,Low Opportunity
ce5dcb24-905b-4510-a674-40273b55a593,24.75,Low Opportunity
52b5c36e-949d-4a2f-ad45-1f55fc46ad02,90.0,High Opportunity
dfb07648-1a5e-4fdf-a518-ee383e80f536,91.0,High Opportunity
7daaff1f-4b5d-4829-888b-885bf317bac1,21.0,Low Opportunity
785da8f0-3c2d-4285-b361-19c3031f59d6,54.5,Medium Opportunity
9f37efea-3ded-41cb-b8a2-6942abaa2b99,52.75,Medium Opportunity
ef786c6f-c62c-46ea-a3d4-d0c4b62f608c,63.5,Medium Opportunity
969dba5d-dc6d-4be1-a4ac-d6431bae495e,50.5,Medium Opportunity
6776b084-f36c-47a2-9374-86eca7572b21,12.75,Low Opportunity
dfe4535c-2a79-4fd9-8359-6fa225aa4d7b,17.25,Low Opportunity
2cd980ad-c45d-4879-a294-63fdd8090967,95.0,High Opportunity
cd5050b7-efed-46bd-98d4-76b14e95ae3b,97.0,High Opportunity
5b21499e-3c8e-4804-8a40-2dc5400b0d3f,95.0,High Opportunity
3a1c4bba-636e-42a9-944f-feb7e5ab1842,78.5,High Opportunity
100bd03b-de21-47c8-b9cf-41da2dbc3b1a,95.0,High Opportunity
05035117-c313-4d58-bb89-8b5062b13763,90.0,High Opportunity
84bd8643-eb4c-4760-ac04-f9573221baf2,63.25,Medium Opportunity
da5ea639-8a2f-44d0-b56c-122c4704a011,26.75,Low Opportunity
d45ea3c8-b378-4181-989e-dd0f01557e17,90.0,High Opportunity
afe1890c-719d-485d-a0b1-78d6684bdb5f,26.5,Low Opportunity
d8c7e297-e4bd-422f-a3dd-b9251a1a0fd4,52.5,Medium Opportunity
2c6a0174-7674-4bed-af59-d86069b39c51,11.75,Low Opportunity
50f45106-85fe-43c3-9404-1a9347e67a1b,84.75,High Opportunity
3ce4103d-ed5e-4c79-bcca-04084e565ac7,95.0,High Opportunity
77bc34c6-7654-4c27-9e81-669551fbb76d,95.0,High Opportunity
711546e8-5c2c-4c6e-a27d-d7d4aaa7a1bd,84.5,High Opportunity
fdc0958e-b143-45f8-85e0-b1faf9c4b7d0,95.0,High Opportunity
f9f5d1fc-b6ae-42d7-939e-75a9072546d2,19.0,Low Opportunity
c34a21b5-f378-4b53-85ee-6785a62b4434,52.0,Medium Opportunity
e94c3c5f-79e1-4064-8f83-e96c9ee8724e,46.25,Low Opportunity
725edcc5-b9c7-4b7b-accc-a0f25f49b043,93.75,High Opportunity
2fe70c88-6830-4559-bb4c-a3237eead5a9,83.75,High Opportunity
f18bf0a4-d99f-43a3-984e-8fff9a31acf3,54.25,Medium Opportunity
ae3572b3-0d3f-42cd-b39d-e926a5e72c5e,95.0,High Opportunity
6373f7ec-e99f-46f2-be8e-ada478c4d849,95.0,High Opportunity
e8d80401-5e93-40dc-954b-c4725035921a,65.0,Medium Opportunity
2a733b99-f6c1-4756-98a2-85a24a47b368,51.25,Medium Opportunity
0200933e-0535-4d4d-9115-6129c1393b68,50.5,Medium Opportunity
ae0a1e2e-88cb-42be-b1e7-97582e3ca7f4,70.25,Medium Opportunity
f343e3ec-3d3f-49de-adfc-3fed0662ca20,95.0,High Opportunity
53a03610-6e80-44ba-8dbd-af7aaefbbad7,87.25,High Opportunity
0da921ea-e2a9-448e-b66d-c64cfe2d837a,100.0,High Opportunity
39b92ed8-a1ff-43b7-b83e-a0de8142a163,100.0,High Opportunity
cfccf0b3-15a0-4041-b46a-29c718a32046,100.0,High Opportunity
e9e4a493-4d22-4465-bd2d-fd3afaf369f4,67.25,Medium Opportunity
48031793-a0cc-4dcf-a6ea-6d109f901732,66.0,Medium Opportunity
9217526b-47e5-4763-9930-e192d8dfc34a,13.25,Low Opportunity
2bdbb8cf-f25f-45a6-be68-297322deacca,13.5,Low Opportunity
ba9b07e3-634e-4604-97e7-160357c65254,90.0,High Opportunity
f1593ed4-1ee6-4f44-8c3c-b440e8abe08a,80.0,High Opportunity
819066db-88d3-43fc-ace1-60436712b48c,100.0,High Opportunity
097837f4-dcce-45b9-a191-fd985dcae95a,89.5,High Opportunity
66f29398-dc49-4295-9717-1872a8d059f1,25.75,Low Opportunity
c7854475-7160-40b9-8cd9-9247caf63771,100.0,High Opportunity
11d86b5a-220b-4b8a-8d1a-585fc5652ac9,100.0,High Opportunity
fa718727-82ae-446b-bfe9-5cf4b164153c,95.0,High Opportunity
9105d239-cfa0-4823-af44-952f8f9565f9,90.0,High Opportunity
f37a7561-e5b5-4cfa-a651-d871283a84c7,89.75,High Opportunity
41964245-a1c3-4d1f-a66c-cbe049ce1189,100.0,High Opportunity
8ffde5d9-41ab-4bf8-a92e-89beb55d8853,52.75,Medium Opportunity
d0242586-0909-4216-aa0c-0893be4c5027,15.25,Low Opportunity
32188ae8-65b1-47c4-9b09-49885529f3b6,33.0,Low Opportunity
b3286a02-68e1-4739-9e81-4cde982d318e,65.25,Medium Opportunity
e6935b40-ec90-4bde-a395-602e5158a232,18.0,Low Opportunity
a2c1f4b9-ac62-4be3-8f54-b2a8fd677ee7,100.0,High Opportunity
0e2a1af1-f773-42d3-8028-c106659aecc3,95.0,High Opportunity
b9c62b91-624c-4578-af41-b5a39bcb03bd,70.25,Medium Opportunity
4e078ce9-f080-4421-a206-47056000bb25,52.0,Medium Opportunity
d6f4ecdc-f1fb-465a-841a-d68c484062fd,44.75,Low Opportunity
3587b44c-f938-420b-9810-750648122cea,100.0,High Opportunity
3db7ab4a-5e4b-4099-b969-29bb57250e74,91.25,High Opportunity
51c94c5f-2b11-4b73-8828-9af01bb858e9,51.75,Medium Opportunity
6aa29655-41c8-44c8-819a-cb44b7829dfb,25.75,Low Opportunity
18d4ae5c-8da3-4336-a981-65182ba0e82d,95.0,High Opportunity
af65f241-432d-4c52-b800-3cd0e49ebd90,85.0,High Opportunity
9486388b-a877-4dbc-a190-88ae84f39894,16.0,Low Opportunity
98b3845b-434e-4a60-a85b-b59c947dd794,25.75,Low Opportunity
3a9a539a-29c6-4edf-9b15-b0404eb8023b,95.0,High Opportunity
96a0fb76-3585-4f03-9382-5fd76ee9855f,95.0,High Opportunity
36c76bad-1e3b-47d3-a4d1-32c2adf40083,42.0,Low Opportunity
